grandprix,year,driver_name,driver_code,driver_number,track,track_type,wet_dry,fastest_lap_time,avg_lap_time,avg_sector_1_time,avg_sector_2_time,avg_sector_3_time,pitstops,grid_position,finished_position,recent_form_5,recent_form_3,recent_podiums_5,recent_wins_5,avg_finish,finish_std,race_count,avg_grid,grid_std,avg_fastest_lap,avg_pitstops,podium_count,podium_rate,win_count,win_rate,dnf_count,dnf_rate,track_avg_finish,track_race_count,track_avg_grid,track_avg_fastest_lap,track_podium_count,track_podium_rate,track_encoded,driver_encoded,track_type_encoded,wet_dry_encoded,grid_advantage,consistency_score,performance_momentum,quali_vs_race_gap,finished_position_clean
São Paulo Grand Prix,2024,Pierre GASLY,GAS,10,Interlagos,circuit,wet,81.645,89.37925373,22.57758209,47.13375,20.4695,1,15,3,10.25,13,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,6.666666667,3,12.33333333,76.634,1,0.333333333,5,24,0,1,0.831828216,0.200190241,0.109060403,-12,3
United States Grand Prix,2024,Pierre GASLY,GAS,10,Austin,circuit,dry,98.311,103.0546111,27.89223636,40.97921818,34.59710909,1,7,12,8.5,9.666666667,1,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12.33333333,3,9.333333333,99.331,0,0,0,24,0,0,1.769099445,0.200190241,0.247651007,5,12
Australian Grand Prix,2025,Pierre GASLY,GAS,10,Melbourne,street,wet,85.02,103.6871373,36.575125,23.55494643,47.34625,5,9,11,10.25,8,1,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12.33333333,3,11.66666667,82.36833333,0,0,9,24,1,1,1.38028638,0.200190241,0.109060403,2,11
Austrian Grand Prix,2025,Pierre GASLY,GAS,10,Spielberg,circuit,dry,70.151,72.46172727,18.39410294,32.27035294,22.28298529,2,10,13,10.4,8.666666667,1,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11,3,10.66666667,69.602,0,0,20,24,0,0,1.243624362,0.200190241,0.097181208,3,13
Azerbaijan Grand Prix,2025,Pierre GASLY,GAS,10,Baku,street,dry,105.492,111.1207292,39.97138776,44.86777551,26.55797959,1,18,18,9.6,12,1,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,14.66666667,3,18.5,106.35,0,0,1,24,1,0,0.693956136,0.200190241,0.160536913,0,18
Bahrain Grand Prix,2025,Pierre GASLY,GAS,10,Sakhir,circuit,dry,96.531,100.6915556,32.6402037,43.62223214,25.09392857,2,5,7,11.4,14,1,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11.33333333,3,15,95.468,0,0,15,24,0,0,2.462863933,0.200190241,0.017986577,2,7
Belgian Grand Prix,2025,Pierre GASLY,GAS,10,Spa-Francorchamps,circuit,wet,107.177,115.604119,33.24546512,51.88046512,30.94076744,1,13,10,12.2,12.66666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11.33333333,3,12.33333333,108.502,0,0,19,24,0,1,0.95882489,0.200190241,-0.045369128,-3,10
British Grand Prix,2025,Pierre GASLY,GAS,10,Silverstone,circuit,wet,90.751,112.9163469,36.42952941,46.13527451,30.89664706,2,10,6,11.8,11.66666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12,2,13.33333333,91.145,0,0,17,24,0,1,1.243624362,0.200190241,-0.013691275,-4,6
Canadian Grand Prix,2025,Pierre GASLY,GAS,10,Montreal,circuit,wet,74.993,78.22053125,22.41536765,24.91135294,32.47197059,4,20,15,10.8,7.666666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12,3,17.33333333,76.14366667,0,0,13,24,0,1,0.624905774,0.200190241,0.065503356,-5,15
Chinese Grand Prix,2025,Pierre GASLY,GAS,10,Shanghai,circuit,dry,96.425,98.16242593,26.46918182,29.62256364,42.38427273,1,16,,11.2,10.33333333,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,13,1,15.5,97.8115,0,0,16,24,0,0,0.780161867,0.200190241,0.033825503,,25
Dutch Grand Prix,2025,Pierre GASLY,GAS,10,Zandvoort,circuit,dry,75.248,81.81154286,28.33059155,29.41880282,24.60407042,1,14,17,9.5,10.5,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,9.666666667,3,11.66666667,74.848,1,0.333333333,23,24,0,0,0.890823125,0.200190241,0.168456376,3,17
Emilia Romagna Grand Prix,2025,Pierre GASLY,GAS,10,Imola,circuit,dry,80.398,86.71566667,27.89133871,30.5493871,29.24293548,2,10,13,12,16,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,14.5,2,12.5,80.8845,0,0,4,24,0,0,1.243624362,0.200190241,-0.029530201,3,13
Hungarian Grand Prix,2025,Pierre GASLY,GAS,10,Hungaroring,circuit,dry,81.433,83.13764179,29.98922059,29.92519118,23.47330882,1,17,19,12.75,15,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,19,1,17.33333333,82.3865,0,0,3,24,0,0,0.734538366,0.200190241,-0.088926174,2,19
Italian Grand Prix,2025,Pierre GASLY,GAS,10,Monza,circuit,dry,82.185,84.21826,27.97,28.76637255,27.86139216,1,19,16,16,16.33333333,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,15.33333333,3,16.66666667,83.89933333,0,0,14,24,0,0,0.657623354,0.200190241,-0.346308725,-3,16
Japanese Grand Prix,2025,Pierre GASLY,GAS,10,Suzuka,circuit,dry,91.82,93.46219608,33.25809615,42.49578846,18.22069231,1,11,13,16.25,16,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,13,3,13.33333333,94.94433333,0,0,21,24,0,0,1.131586132,0.200190241,-0.366107383,2,13
Mexico City Grand Prix,2025,Pierre GASLY,GAS,10,Mexico City,circuit,dry,82.271,84.21027941,29.73465217,32.89389855,21.84024638,1,18,15,15.6,16,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12,3,12.33333333,82.25833333,0,0,10,24,0,0,0.693956136,0.200190241,-0.314630872,-3,15
Miami Grand Prix,2025,Pierre GASLY,GAS,10,Miami,street,wet,91.159,93.36224242,31.92033333,35.81033333,26.53855882,1,18,13,15.2,14.66666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11,3,11.66666667,91.72833333,0,0,11,24,1,1,0.693956136,0.200190241,-0.28295302,-5,13
Monaco Grand Prix,2025,Pierre GASLY,GAS,10,Monte Carlo,circuit,dry,78.054,87.2824,26.06433333,41.29883333,23.5345,1,18,,15.2,13.66666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,8.5,2,11.66666667,76.50333333,0,0,12,24,0,0,0.693956136,0.200190241,-0.28295302,,25
Saudi Arabian Grand Prix,2025,Pierre GASLY,GAS,10,Jeddah,street,dry,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,9,,14.25,14,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,9,1,12.33333333,93.392,0,0,6,24,1,0,1.38028638,0.200190241,-0.207718121,,25
Singapore Grand Prix,2025,Pierre GASLY,GAS,10,Singapore,street,wet,94.573,98.71139655,29.58633333,41.82283333,27.81561667,2,18,19,13.66666667,13,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,14,3,16,96.59233333,0,0,18,24,1,1,0.693956136,0.200190241,-0.161521253,1,19
Spanish Grand Prix,2025,Pierre GASLY,GAS,10,Catalunya,circuit,dry,77.896,83.90548387,25.4756,33.68090769,25.57153846,3,8,8,15.66666667,19,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,9,3,6.333333333,78.43866667,0,0,2,24,0,0,1.550692106,0.200190241,-0.319910515,0,8
São Paulo Grand Prix,2025,Pierre GASLY,GAS,10,Interlagos,circuit,dry,73.736,78.08924242,20.101,40.57671642,17.63944776,1,9,10,13.33333333,13.5,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,6.666666667,3,12.33333333,76.634,1,0.333333333,5,24,0,0,1.38028638,0.200190241,-0.135123043,1,10
United States Grand Prix,2025,Pierre GASLY,GAS,10,Austin,circuit,dry,99.27,102.1752075,27.59792593,40.85407407,34.09583333,1,14,19,12.33333333,12.33333333,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12.33333333,3,9.333333333,99.331,0,0,0,24,0,0,0.890823125,0.200190241,-0.055928412,5,19
Abu Dhabi Grand Prix,2023,Sergio PEREZ,PER,11,Yas Marina Circuit,circuit,dry,87.493,89.53130909,18.69298246,38.2957193,33.21010526,2,9,4,0,0,0,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,4,1,9.5,87.493,0,0,22,25,0,0,0.976800977,0.182897383,0.861111111,-5,4
Australian Grand Prix,2023,Sergio PEREZ,PER,11,Melbourne,street,dry,80.235,158.1944038,31.69196491,21.21101754,38.43641509,5,,5,4,4,0,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,5,2,3,80.3115,0,0,9,25,1,0,,0.182897383,0.305555556,,5
Austrian Grand Prix,2023,Sergio PEREZ,PER,11,Spielberg,circuit,wet,68.111,71.27153731,18.45047143,31.76322857,21.98087143,3,15,3,4.5,4.5,0,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,5,2,11.5,68.9025,1,0.5,20,25,0,1,0.588668138,0.182897383,0.236111111,-12,3
Azerbaijan Grand Prix,2023,Sergio PEREZ,PER,11,Baku,street,dry,104.589,107.6687347,38.69644,43.94822,26.3766,1,3,1,4,4,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,9,2,3.5,105.801,1,0.5,1,25,1,0,2.867383513,0.182897383,0.305555556,-2,1
Bahrain Grand Prix,2023,Sergio PEREZ,PER,11,Sakhir,circuit,dry,96.344,98.33477778,31.96983929,42.89023214,24.20528571,2,2,2,3.25,3,2,1,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,2,2,3.5,95.354,2,1,15,25,0,0,4.232804233,0.182897383,0.409722222,0,2
Belgian Grand Prix,2023,Sergio PEREZ,PER,11,Spa-Francorchamps,circuit,wet,110.308,112.4072195,33.35518605,49.15418605,30.50132558,2,2,2,3,2,3,1,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,4.5,2,2.5,107.5045,1,0.5,19,25,0,1,4.232804233,0.182897383,0.444444444,0,2
British Grand Prix,2023,Sergio PEREZ,PER,11,Silverstone,circuit,dry,90.914,98.30456,32.01214,39.41839216,27.15829412,1,15,6,2.6,1.666666667,4,1,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,11.5,2,17,90.3105,0,0,17,25,0,0,0.588668138,0.182897383,0.5,-9,6
Canadian Grand Prix,2023,Sergio PEREZ,PER,11,Montreal,circuit,dry,74.481,81.15934328,22.46257971,25.88963768,32.78752174,2,12,6,2.8,3.333333333,4,1,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,6,1,14,76.65,0,0,13,25,0,0,0.734618916,0.182897383,0.472222222,-6,6
Dutch Grand Prix,2023,Sergio PEREZ,PER,11,Zandvoort,circuit,wet,74.231,83.14352308,30.30395714,29.36208451,26.05526761,6,7,4,3.4,4.666666667,3,1,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,5,2,6,74.409,0,0,23,25,0,1,1.251956182,0.182897383,0.388888889,-3,4
Hungarian Grand Prix,2023,Sergio PEREZ,PER,11,Hungaroring,circuit,dry,82.295,84.03379104,30.69734783,30.13737681,23.70395652,2,9,3,4,5.333333333,2,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,5,2,12.5,81.6955,1,0.5,3,25,0,0,0.976800977,0.182897383,0.305555556,-6,3
Italian Grand Prix,2023,Sergio PEREZ,PER,11,Monza,circuit,dry,85.522,86.37087755,28.62944,29.84288,28.2757,1,5,2,4.2,4.333333333,2,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,5,2,6.5,84.2465,1,0.5,14,25,0,0,1.74291939,0.182897383,0.277777778,-3,2
Japanese Grand Prix,2023,Sergio PEREZ,PER,11,Suzuka,circuit,dry,99.704,114.0867,46.56766667,51.54121429,25.21314286,4,5,,4.2,3,2,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,2,1,3.5,96.8245,1,1,21,25,0,0,1.74291939,0.182897383,0.277777778,,25
Las Vegas Grand Prix,2023,Sergio PEREZ,PER,11,Las Vegas,street,dry,95.939,104.1948085,30.58914286,35.54053061,40.51991837,2,12,3,3.75,2.5,2,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,6.5,2,14,96.1325,1,0.5,7,25,1,0,0.734618916,0.182897383,0.340277778,-9,3
Mexico City Grand Prix,2023,Sergio PEREZ,PER,11,Mexico City,circuit,dry,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,5,,3,2.5,3,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,17,1,11.5,79.209,0,0,10,25,0,0,1.74291939,0.182897383,0.444444444,,25
Miami Grand Prix,2023,Sergio PEREZ,PER,11,Miami,street,dry,90.56,92.01105455,31.43898214,34.94753571,25.88908929,1,1,2,2.666666667,3,3,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,3,2,2.5,90.7075,1,0.5,11,25,1,0,8.080808081,0.182897383,0.490740741,1,2
Monaco Grand Prix,2023,Sergio PEREZ,PER,11,Monte Carlo,circuit,wet,76.269,85.69234286,22.39757333,40.3926,23.38068,5,20,16,2.333333333,2.5,3,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,16,1,18,76.269,0,0,12,25,0,1,0.442233278,0.182897383,0.537037037,-4,16
Qatar Grand Prix,2023,Sergio PEREZ,PER,11,Lusail,circuit,dry,86.22,91.63337736,34.96339286,30.79430357,27.09821429,3,13,10,7,9,2,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,10,1,11,85.754,0,0,8,25,0,0,0.678541137,0.182897383,-0.111111111,-3,10
Saudi Arabian Grand Prix,2023,Sergio PEREZ,PER,11,Jeddah,street,dry,92.188,95.5688125,35.80502041,30.85534694,30.84242857,1,1,1,7.75,9.333333333,2,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,1.5,2,2,92.2305,2,1,6,25,1,0,8.080808081,0.182897383,-0.215277778,0,1
Singapore Grand Prix,2023,Sergio PEREZ,PER,11,Singapore,street,dry,97.108,103.6837667,30.26254098,44.32111475,29.35672131,1,13,8,7.25,9,2,1,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,9,2,13,97.2925,0,0,18,25,1,0,0.678541137,0.182897383,-0.145833333,-5,8
Spanish Grand Prix,2023,Sergio PEREZ,PER,11,Catalunya,circuit,dry,76.666,79.8348254,24.21593846,32.07738462,24.06663077,2,11,4,7.4,6.333333333,2,1,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,6,2,9.5,77.2255,0,0,2,25,0,0,0.800800801,0.182897383,-0.166666667,-7,4
São Paulo Grand Prix,2023,Sergio PEREZ,PER,11,Interlagos,circuit,wet,74.124,76.49156061,20.80826087,39.3349,18.44187143,4,9,4,7.8,4.333333333,1,1,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,7.5,2,11,78.1335,0,0,5,25,0,1,0.976800977,0.182897383,-0.222222222,-5,4
United States Grand Prix,2023,Sergio PEREZ,PER,11,Austin,circuit,dry,99.737,101.6867358,28.15123636,40.84790909,33.39632727,2,9,4,5.4,5.333333333,1,1,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,5.5,2,9.5,99.1255,0,0,0,25,0,0,0.976800977,0.182897383,0.111111111,-5,4
Abu Dhabi Grand Prix,2024,Sergio PEREZ,PER,11,Yas Marina Circuit,circuit,dry,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,10,,4.2,4,1,1,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,4,1,9.5,87.493,0,0,22,25,0,0,0.880088009,0.182897383,0.277777778,,25
Australian Grand Prix,2024,Sergio PEREZ,PER,11,Melbourne,street,dry,80.388,83.91169091,29.18484211,18.49094737,36.372,2,3,5,5,4,0,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,5,2,3,80.3115,0,0,9,25,1,0,2.867383513,0.182897383,0.166666667,2,5
Austrian Grand Prix,2024,Sergio PEREZ,PER,11,Spielberg,circuit,wet,69.694,71.46264706,18.26131429,31.9945,21.76197143,2,8,7,4.25,4.5,0,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,5,2,11.5,68.9025,1,0.5,20,25,0,1,1.09739369,0.182897383,0.270833333,-1,7
Azerbaijan Grand Prix,2024,Sergio PEREZ,PER,11,Baku,street,dry,107.013,108.1364043,39.03270833,43.82164583,25.63054167,1,4,17,5,6,0,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,9,2,3.5,105.801,1,0.5,1,25,1,0,2.16802168,0.182897383,0.166666667,13,17
Bahrain Grand Prix,2024,Sergio PEREZ,PER,11,Sakhir,circuit,dry,94.364,96.17988889,31.45264286,41.65235714,23.80832143,2,5,2,8.25,9.666666667,0,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,2,2,3.5,95.354,2,1,15,25,0,0,1.74291939,0.182897383,-0.284722222,-3,2
Belgian Grand Prix,2024,Sergio PEREZ,PER,11,Spa-Francorchamps,circuit,dry,104.701,108.94345,32.26748837,48.07844186,29.57955814,3,3,7,7.75,8.666666667,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,4.5,2,2.5,107.5045,1,0.5,19,25,0,0,2.867383513,0.182897383,-0.215277778,4,7
British Grand Prix,2024,Sergio PEREZ,PER,11,Silverstone,circuit,wet,89.707,97.03095556,32.69887755,39.52730612,26.86781633,4,19,17,7.6,8.666666667,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,11.5,2,17,90.3105,0,0,17,25,0,1,0.465386853,0.182897383,-0.194444444,-2,17
Canadian Grand Prix,2024,Sergio PEREZ,PER,11,Montreal,circuit,wet,78.819,91.3448125,26.8525,29.0713,35.89036,2,16,,10,8.666666667,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,6,1,14,76.65,0,0,13,25,0,1,0.5521049,0.182897383,-0.527777778,,25
Chinese Grand Prix,2024,Sergio PEREZ,PER,11,Shanghai,circuit,dry,99.388,107.4904906,28.81227273,32.58643636,47.10572727,2,2,3,10.75,12,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,3,1,2,99.388,1,1,16,25,0,0,4.232804233,0.182897383,-0.631944444,1,3
Dutch Grand Prix,2024,Sergio PEREZ,PER,11,Zandvoort,circuit,dry,74.587,75.7799,25.94633803,27.44577465,22.68014085,1,5,6,7.25,10,2,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,5,2,6,74.409,0,0,23,25,0,0,1.74291939,0.182897383,-0.145833333,1,6
Emilia Romagna Grand Prix,2024,Sergio PEREZ,PER,11,Imola,circuit,dry,79.686,81.7694918,26.24283871,28.31059677,27.56354839,1,11,8,8.25,4.5,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,8,1,11,79.686,0,0,4,25,0,0,0.800800801,0.182897383,-0.284722222,-3,8
Hungarian Grand Prix,2024,Sergio PEREZ,PER,11,Hungaroring,circuit,dry,81.096,83.91262687,30.45363768,30.17789855,23.77918841,2,16,7,8.5,5.666666667,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,5,2,12.5,81.6955,1,0.5,3,25,0,0,0.5521049,0.182897383,-0.319444444,-9,7
Italian Grand Prix,2024,Sergio PEREZ,PER,11,Monza,circuit,dry,82.971,84.68172,28.36353846,28.89959615,28.18257692,2,8,8,6,7,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,5,2,6.5,84.2465,1,0.5,14,25,0,0,1.09739369,0.182897383,0.027777778,0,8
Japanese Grand Prix,2024,Sergio PEREZ,PER,11,Suzuka,circuit,dry,93.945,98.00367347,35.45464,43.31632692,19.11209615,3,2,2,6.4,7.666666667,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,2,1,3.5,96.8245,1,1,21,25,0,0,4.232804233,0.182897383,-0.027777778,0,2
Las Vegas Grand Prix,2024,Sergio PEREZ,PER,11,Las Vegas,street,dry,96.326,98.82506383,28.99420408,33.25477551,37.25695918,2,16,10,6.2,5.666666667,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,6.5,2,14,96.1325,1,0.5,7,25,1,0,0.5521049,0.182897383,0,-6,10
Mexico City Grand Prix,2024,Sergio PEREZ,PER,11,Mexico City,circuit,dry,79.209,86.28789394,32.03457971,32.84265217,22.10455072,3,18,17,7,6.666666667,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,17,1,11.5,79.209,0,0,10,25,0,0,0.491098834,0.182897383,-0.111111111,-1,17
Miami Grand Prix,2024,Sergio PEREZ,PER,11,Miami,street,dry,90.855,94.84490741,33.07014286,36.10573214,26.64991071,2,4,4,8.8,9.666666667,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,3,2,2.5,90.7075,1,0.5,11,25,1,0,2.16802168,0.182897383,-0.361111111,0,4
Monaco Grand Prix,2024,Sergio PEREZ,PER,11,Monte Carlo,circuit,dry,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,16,,8.2,10.33333333,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,16,1,18,76.269,0,0,12,25,0,0,0.5521049,0.182897383,-0.277777778,,25
Qatar Grand Prix,2024,Sergio PEREZ,PER,11,Lusail,circuit,dry,85.288,91.79347059,35.94205405,31.78732432,28.75637838,3,9,,8.25,10.5,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,10,1,11,85.754,0,0,8,25,0,0,0.976800977,0.182897383,-0.284722222,,25
Saudi Arabian Grand Prix,2024,Sergio PEREZ,PER,11,Jeddah,street,dry,92.273,95.15260417,35.55944898,30.60059184,30.87453061,1,3,2,10.33333333,4,0,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,1.5,2,2,92.2305,2,1,6,25,1,0,2.867383513,0.182897383,-0.574074074,-1,2
Singapore Grand Prix,2024,Sergio PEREZ,PER,11,Singapore,street,dry,97.477,98.84366102,29.35975,41.94805,27.84295,1,13,10,7.666666667,2,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,9,2,13,97.2925,0,0,18,25,1,0,0.678541137,0.182897383,-0.203703704,-3,10
Spanish Grand Prix,2024,Sergio PEREZ,PER,11,Catalunya,circuit,wet,77.785,80.29817742,24.54931746,32.26201538,24.3078,3,8,8,5.333333333,6,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,6,2,9.5,77.2255,0,0,2,25,0,1,1.09739369,0.182897383,0.12037037,0,8
São Paulo Grand Prix,2024,Sergio PEREZ,PER,11,Interlagos,circuit,wet,82.143,89.62648485,23.00071212,46.89697059,20.41663235,2,13,11,6.666666667,6.666666667,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,7.5,2,11,78.1335,0,0,5,25,0,1,0.678541137,0.182897383,-0.064814815,-2,11
United States Grand Prix,2024,Sergio PEREZ,PER,11,Austin,circuit,dry,98.514,102.645,27.45750909,41.08256364,34.41696364,1,10,7,7.75,9.666666667,1,0,6.2,4.467546794,40,8.888888889,5.364963027,87.88993023,2.108695652,13,0.325,2,0.05,6,0.15,5.5,2,9.5,99.1255,0,0,0,25,0,0,0.880088009,0.182897383,-0.215277778,-3,7
Abu Dhabi Grand Prix,2023,Valtteri BOTTAS,BOT,77,Yas Marina Circuit,circuit,dry,89.863,91.30270909,18.87367857,38.86033929,33.95767857,1,18,19,0,0,0,0,14.53658537,3.009132441,41,14.48888889,3.258710162,88.90423913,1.934782609,0,0,0,0,5,0.12195122,19,1,13.5,89.6725,0,0,22,26,0,0,0.800491099,0.249430523,0.935635793,1,19
Australian Grand Prix,2023,Valtteri BOTTAS,BOT,77,Melbourne,street,dry,82.233,143.9132745,31.93926786,21.39764912,39.95286792,6,19,11,19,19,0,0,14.53658537,3.009132441,41,14.48888889,3.258710162,88.90423913,1.934782609,0,0,0,0,5,0.12195122,12.5,2,16,81.8275,0,0,9,26,1,0,0.75858057,0.249430523,-0.287284144,-8,11
