grandprix,year,driver_name,driver_code,driver_number,track,track_type,wet_dry,fastest_lap_time,avg_lap_time,avg_sector_1_time,avg_sector_2_time,avg_sector_3_time,pitstops,grid_position,finished_position
Saudi Arabian Grand Prix,2024,Lance STROLL,STR,18,Jeddah,street,dry,95.56,95.79475,35.4545,30.18575,30.1545,0,10.0,
Saudi Arabian Grand Prix,2024,Kevin MAGNUSSEN,MAG,20,Jeddah,street,dry,92.338,96.788,36.576632653061225,30.918979591836734,30.991142857142858,1,13.0,12.0
Saudi Arabian Grand Prix,2024,Yuki TSUNODA,TSU,22,Jeddah,street,dry,93.523,97.16410638297872,36.856520833333335,31.009104166666663,31.015104166666664,1,9.0,15.0
Saudi Arabian Grand Prix,2024,Alexander ALBON,ALB,23,Jeddah,street,dry,92.307,96.83370833333333,36.66787755102041,30.878551020408164,30.98420408163265,1,12.0,11.0
Saudi Arabian Grand Prix,2024,ZHOU Guanyu,ZHO,24,Jeddah,street,dry,92.208,98.50240425531915,37.08583333333333,31.003083333333333,31.2236875,1,,18.0
Saudi Arabian Grand Prix,2024,Nico HULKENBERG,HUL,27,Jeddah,street,dry,92.366,98.01370833333334,36.264714285714284,30.91938775510204,31.112244897959183,1,15.0,10.0
Saudi Arabian Grand Prix,2024,Esteban OCON,OCO,31,Jeddah,street,dry,93.481,97.1599574468085,36.804148936170215,30.97564583333333,31.07766666666667,1,17.0,13.0
Saudi Arabian Grand Prix,2024,Oliver BEARMAN,BEA,38,Jeddah,street,dry,92.186,95.91131250000001,35.92681632653061,30.797836734693878,30.894346938775513,1,11.0,7.0
Saudi Arabian Grand Prix,2024,Lewis HAMILTON,HAM,44,Jeddah,street,dry,91.746,97.50581249999999,36.22747916666667,30.553673469387757,31.004428571428573,1,8.0,9.0
Saudi Arabian Grand Prix,2024,George RUSSELL,RUS,63,Jeddah,street,dry,92.254,95.816125,36.02730612244898,30.66708163265306,30.912755102040816,1,7.0,6.0
Saudi Arabian Grand Prix,2024,Valtteri BOTTAS,BOT,77,Jeddah,street,dry,92.706,97.17282608695652,36.910645833333334,31.073020833333334,31.214895833333333,2,16.0,17.0
Saudi Arabian Grand Prix,2024,Oscar PIASTRI,PIA,81,Jeddah,street,dry,92.31,95.67087500000001,35.80277551020408,30.685244897959183,30.99310204081633,1,5.0,4.0
Australian Grand Prix,2024,Max VERSTAPPEN,VER,1,Melbourne,street,dry,83.115,83.607,29.208,18.474,35.925,0,1.0,
Australian Grand Prix,2024,Daniel RICCIARDO,RIC,3,Melbourne,street,dry,81.239,84.43570370370371,29.461581818181816,18.610071428571427,36.60203571428571,2,18.0,12.0
Australian Grand Prix,2024,Lando NORRIS,NOR,4,Melbourne,street,dry,79.915,83.05785454545455,28.930535714285714,18.278035087719296,36.01757894736842,2,4.0,3.0
Australian Grand Prix,2024,Pierre GASLY,GAS,10,Melbourne,street,dry,81.09,84.95246296296297,29.606285714285715,18.629214285714287,36.86257142857143,2,17.0,13.0
Australian Grand Prix,2024,Sergio PEREZ,PER,11,Melbourne,street,dry,80.388,83.91169090909091,29.184842105263158,18.49094736842105,36.372,2,3.0,5.0
Australian Grand Prix,2024,Fernando ALONSO,ALO,14,Melbourne,street,dry,80.493,84.2774909090909,29.153140350877194,18.555982456140352,36.73529824561403,2,10.0,8.0
Australian Grand Prix,2024,Charles LECLERC,LEC,16,Melbourne,street,dry,79.813,82.96140000000001,28.887290909090908,18.22463157894737,36.027403508771926,2,5.0,2.0
Australian Grand Prix,2024,Lance STROLL,STR,18,Melbourne,street,dry,80.93,84.5716,29.152,18.74221052631579,36.794035087719294,2,9.0,6.0
Australian Grand Prix,2024,Kevin MAGNUSSEN,MAG,20,Melbourne,street,dry,81.082,84.38775925925927,29.32889090909091,18.43030357142857,36.80739285714286,2,14.0,10.0
Australian Grand Prix,2024,Yuki TSUNODA,TSU,22,Melbourne,street,dry,81.134,84.54732727272727,29.23735087719298,18.873315789473683,36.6110701754386,2,8.0,7.0
Australian Grand Prix,2024,Alexander ALBON,ALB,23,Melbourne,street,dry,81.618,84.41562962962963,29.37389285714286,18.522982142857142,36.676339285714285,2,12.0,11.0
Australian Grand Prix,2024,ZHOU Guanyu,ZHO,24,Melbourne,street,dry,81.327,85.05012962962964,29.455303571428573,18.804321428571427,36.962607142857145,2,19.0,15.0
Australian Grand Prix,2024,Nico HULKENBERG,HUL,27,Melbourne,street,dry,81.145,84.71312727272726,29.372894736842106,18.81017543859649,36.63229824561404,2,16.0,9.0
Australian Grand Prix,2024,Esteban OCON,OCO,31,Melbourne,street,dry,81.354,84.90241509433963,29.60332142857143,18.68914285714286,37.14573214285714,3,15.0,16.0
Australian Grand Prix,2024,Lewis HAMILTON,HAM,44,Melbourne,street,dry,82.444,84.35184615384615,29.553357142857145,18.145857142857142,36.924928571428566,1,11.0,
Australian Grand Prix,2024,Carlos SAINZ,SAI,55,Melbourne,street,dry,80.031,82.6816,28.811263157894736,18.43061403508772,35.88914035087719,2,2.0,1.0
Australian Grand Prix,2024,George RUSSELL,RUS,63,Melbourne,street,dry,80.284,83.35960377358491,28.849890909090906,18.260963636363634,36.395036363636365,2,7.0,17.0
Australian Grand Prix,2024,Valtteri BOTTAS,BOT,77,Melbourne,street,dry,81.422,85.11727777777777,29.563875,18.826607142857142,36.86676785714286,2,13.0,14.0
Australian Grand Prix,2024,Oscar PIASTRI,PIA,81,Melbourne,street,dry,80.199,83.57905454545454,29.249701754385963,18.264842105263156,36.19733333333333,2,6.0,4.0
Japanese Grand Prix,2024,Max VERSTAPPEN,VER,1,Suzuka,circuit,dry,93.706,97.74936734693878,35.46864,43.12059615384616,19.040288461538463,3,1.0,1.0
Japanese Grand Prix,2024,Logan SARGEANT,SAR,2,Suzuka,circuit,dry,94.9,99.79044680851064,37.330079999999995,44.54339215686274,19.505901960784314,4,19.0,17.0
Japanese Grand Prix,2024,Daniel RICCIARDO,RIC,3,Suzuka,circuit,dry,,,,,,0,11.0,
Japanese Grand Prix,2024,Lando NORRIS,NOR,4,Suzuka,circuit,dry,95.186,98.27838775510203,35.65402,43.43223076923077,19.114826923076922,3,3.0,5.0
Japanese Grand Prix,2024,Pierre GASLY,GAS,10,Suzuka,circuit,dry,96.642,99.93995833333334,37.5282,44.15350980392157,19.588568627450982,3,17.0,16.0
Japanese Grand Prix,2024,Sergio PEREZ,PER,11,Suzuka,circuit,dry,93.945,98.00367346938776,35.45464,43.31632692307692,19.112096153846153,3,2.0,2.0
Japanese Grand Prix,2024,Fernando ALONSO,ALO,14,Suzuka,circuit,dry,94.726,98.38934693877552,35.833122448979594,43.296615384615386,19.305980769230768,3,5.0,6.0
Japanese Grand Prix,2024,Charles LECLERC,LEC,16,Suzuka,circuit,dry,95.044,98.16634,36.57707843137255,43.33271153846154,19.22796153846154,2,8.0,4.0
Japanese Grand Prix,2024,Lance STROLL,STR,18,Suzuka,circuit,dry,95.798,98.7224255319149,36.541224489795916,43.57184313725491,19.551784313725488,4,16.0,12.0
Japanese Grand Prix,2024,Kevin MAGNUSSEN,MAG,20,Suzuka,circuit,dry,96.654,99.37093877551021,37.09926,43.96080392156863,19.31856862745098,2,18.0,13.0
Japanese Grand Prix,2024,Yuki TSUNODA,TSU,22,Suzuka,circuit,dry,96.342,98.06646808510638,36.34879591836735,43.60468,18.92558,3,10.0,10.0
Japanese Grand Prix,2024,Alexander ALBON,ALB,23,Suzuka,circuit,dry,,,,,,0,14.0,
Japanese Grand Prix,2024,ZHOU Guanyu,ZHO,24,Suzuka,circuit,dry,97.16,103.4695,43.251799999999996,44.579181818181816,21.600818181818184,3,20.0,
Japanese Grand Prix,2024,Nico HULKENBERG,HUL,27,Suzuka,circuit,dry,95.325,99.26291666666667,37.59336,43.62364705882353,19.402196078431373,3,12.0,11.0
Japanese Grand Prix,2024,Esteban OCON,OCO,31,Suzuka,circuit,dry,96.232,99.72366666666666,37.45232,44.02186274509803,19.60056862745098,3,15.0,15.0
Japanese Grand Prix,2024,Lewis HAMILTON,HAM,44,Suzuka,circuit,dry,93.952,98.36667346938775,36.96276470588235,43.410230769230765,19.276769230769233,3,7.0,9.0
Japanese Grand Prix,2024,Carlos SAINZ,SAI,55,Suzuka,circuit,dry,93.841,98.02812244897959,35.65906,43.300134615384614,19.057903846153845,3,4.0,3.0
Japanese Grand Prix,2024,George RUSSELL,RUS,63,Suzuka,circuit,dry,94.404,98.19661224489796,36.85509803921569,43.27478846153846,19.340173076923076,3,9.0,7.0
Japanese Grand Prix,2024,Valtteri BOTTAS,BOT,77,Suzuka,circuit,dry,96.608,99.37602083333333,37.36938,43.95656862745098,19.47729411764706,3,13.0,14.0
Japanese Grand Prix,2024,Oscar PIASTRI,PIA,81,Suzuka,circuit,dry,94.802,98.33595918367347,36.99970588235294,43.436961538461546,19.287115384615383,3,6.0,8.0
Chinese Grand Prix,2024,Max VERSTAPPEN,VER,1,Shanghai,circuit,dry,98.406,106.89939622641509,28.933745454545456,32.32878181818182,46.937945454545456,2,1.0,1.0
Chinese Grand Prix,2024,Logan SARGEANT,SAR,2,Shanghai,circuit,dry,101.0,109.02930188679245,29.261581818181817,32.95910909090909,47.33447272727273,2,20.0,17.0
Chinese Grand Prix,2024,Daniel RICCIARDO,RIC,3,Shanghai,circuit,dry,100.994,115.0502258064516,30.11815625,34.64134375,50.4534375,1,12.0,
Chinese Grand Prix,2024,Lando NORRIS,NOR,4,Shanghai,circuit,dry,98.751,107.65048148148149,28.675145454545454,32.65594545454545,47.06532727272727,1,4.0,2.0
Chinese Grand Prix,2024,Pierre GASLY,GAS,10,Shanghai,circuit,dry,99.198,107.80919230769231,29.54836363636364,32.67245454545454,47.08590909090909,3,15.0,13.0
Chinese Grand Prix,2024,Sergio PEREZ,PER,11,Shanghai,circuit,dry,99.388,107.49049056603774,28.812272727272727,32.58643636363636,47.10572727272727,2,2.0,3.0
Chinese Grand Prix,2024,Fernando ALONSO,ALO,14,Shanghai,circuit,dry,97.81,107.8255,29.147545454545455,32.51030909090909,47.302054545454546,3,3.0,7.0
Chinese Grand Prix,2024,Charles LECLERC,LEC,16,Shanghai,circuit,dry,99.384,107.76822222222224,28.696490909090908,32.71212727272727,47.13118181818182,1,6.0,4.0
Chinese Grand Prix,2024,Lance STROLL,STR,18,Shanghai,circuit,dry,99.444,105.97919607843137,29.05888888888889,31.850709090909092,46.86925454545455,4,11.0,15.0
Chinese Grand Prix,2024,Kevin MAGNUSSEN,MAG,20,Shanghai,circuit,dry,101.077,108.69869811320754,29.025072727272725,32.636145454545456,47.77516363636364,2,17.0,16.0
Chinese Grand Prix,2024,Yuki TSUNODA,TSU,22,Shanghai,circuit,dry,101.593,109.0135652173913,30.245839999999998,32.70168,48.116080000000004,2,19.0,
Chinese Grand Prix,2024,Alexander ALBON,ALB,23,Shanghai,circuit,dry,100.79,108.25288679245284,29.195854545454544,32.869763636363636,47.1834,2,14.0,12.0
Chinese Grand Prix,2024,ZHOU Guanyu,ZHO,24,Shanghai,circuit,dry,98.633,108.09728846153847,29.49270909090909,32.64323636363636,47.20172727272727,3,16.0,14.0
Chinese Grand Prix,2024,Nico HULKENBERG,HUL,27,Shanghai,circuit,dry,100.815,108.22028301886793,28.96936363636364,32.86741818181818,47.36301818181818,2,9.0,10.0
Chinese Grand Prix,2024,Esteban OCON,OCO,31,Shanghai,circuit,dry,100.937,108.24833962264151,29.098545454545455,32.6264,47.483581818181825,2,13.0,11.0
Chinese Grand Prix,2024,Lewis HAMILTON,HAM,44,Shanghai,circuit,dry,100.835,108.12701886792453,29.151218181818184,32.69165454545455,47.23054545454545,2,18.0,9.0
Chinese Grand Prix,2024,Carlos SAINZ,SAI,55,Shanghai,circuit,dry,99.764,108.52848148148148,28.6846,32.65347272727273,47.378109090909085,1,7.0,5.0
Chinese Grand Prix,2024,George RUSSELL,RUS,63,Shanghai,circuit,dry,100.112,107.89918867924528,28.874436363636363,32.62129090909091,47.33212727272727,2,8.0,6.0
Chinese Grand Prix,2024,Valtteri BOTTAS,BOT,77,Shanghai,circuit,dry,101.276,102.90323529411765,28.427277777777775,31.032222222222224,44.45,1,10.0,
Chinese Grand Prix,2024,Oscar PIASTRI,PIA,81,Shanghai,circuit,dry,99.739,108.28824528301887,29.01650909090909,32.73669090909091,47.403727272727274,2,5.0,8.0
Miami Grand Prix,2024,Max VERSTAPPEN,VER,1,Miami,street,dry,91.261,95.56478181818181,32.81760714285714,36.230624999999996,26.722303571428572,1,1.0,2.0
Miami Grand Prix,2024,Logan SARGEANT,SAR,2,Miami,street,dry,93.452,94.81487999999999,32.97173076923077,35.76823076923077,26.614653846153846,1,17.0,
Miami Grand Prix,2024,Daniel RICCIARDO,RIC,3,Miami,street,dry,92.122,95.57458181818181,33.07016071428571,36.48505357142857,26.769178571428572,1,18.0,15.0
Miami Grand Prix,2024,Lando NORRIS,NOR,4,Miami,street,dry,90.98,94.78076363636363,32.446017857142856,36.364714285714285,26.74207142857143,1,5.0,1.0
Miami Grand Prix,2024,Pierre GASLY,GAS,10,Miami,street,dry,92.055,96.06296363636363,32.89864285714286,36.617535714285715,26.760196428571426,1,12.0,12.0
Miami Grand Prix,2024,Sergio PEREZ,PER,11,Miami,street,dry,90.855,94.8449074074074,33.070142857142855,36.10573214285714,26.649910714285713,2,4.0,4.0
Miami Grand Prix,2024,Fernando ALONSO,ALO,14,Miami,street,dry,91.727,95.90261818181818,32.82007142857143,36.641732142857144,26.68032142857143,1,15.0,9.0
Miami Grand Prix,2024,Charles LECLERC,LEC,16,Miami,street,dry,91.084,95.59430909090909,32.85410714285714,36.22748214285714,26.705892857142857,1,2.0,3.0
Miami Grand Prix,2024,Lance STROLL,STR,18,Miami,street,dry,91.588,95.28953703703704,33.14123214285714,36.57494642857143,26.58819642857143,2,11.0,17.0
Miami Grand Prix,2024,Kevin MAGNUSSEN,MAG,20,Miami,street,dry,91.774,94.9151320754717,33.64228571428571,36.047892857142855,26.731875,3,19.0,19.0
Miami Grand Prix,2024,Yuki TSUNODA,TSU,22,Miami,street,dry,91.682,95.2146,32.928982142857144,36.37605357142857,26.677214285714285,1,10.0,7.0
Miami Grand Prix,2024,Alexander ALBON,ALB,23,Miami,street,dry,90.849,96.4295925925926,33.407178571428574,36.599892857142855,26.814517857142857,2,14.0,18.0
Miami Grand Prix,2024,ZHOU Guanyu,ZHO,24,Miami,street,dry,91.991,95.55387272727272,33.04727272727273,36.59941071428572,26.707821428571428,1,20.0,14.0
Miami Grand Prix,2024,Nico HULKENBERG,HUL,27,Miami,street,dry,91.941,95.2578888888889,33.06523214285714,36.53705357142857,26.65675,2,9.0,11.0
Miami Grand Prix,2024,Esteban OCON,OCO,31,Miami,street,dry,92.037,95.89020000000001,32.92216071428572,36.56883928571428,26.685589285714286,1,13.0,10.0
Miami Grand Prix,2024,Lewis HAMILTON,HAM,44,Miami,street,dry,91.233,95.64678181818182,32.871607142857144,36.35517857142857,26.604232142857143,1,8.0,6.0
Miami Grand Prix,2024,Carlos SAINZ,SAI,55,Miami,street,dry,90.928,95.40305454545454,32.74530357142857,36.349089285714285,26.692196428571428,1,3.0,5.0
Miami Grand Prix,2024,George RUSSELL,RUS,63,Miami,street,dry,91.921,95.92,32.942214285714286,36.53371428571428,26.64975,1,7.0,8.0
Miami Grand Prix,2024,Valtteri BOTTAS,BOT,77,Miami,street,dry,92.098,95.69396296296297,32.846267857142855,36.663089285714285,26.855785714285712,2,16.0,16.0
Miami Grand Prix,2024,Oscar PIASTRI,PIA,81,Miami,street,dry,90.634,95.80707407407408,33.285000000000004,36.39767857142857,26.795607142857143,2,6.0,13.0
Emilia Romagna Grand Prix,2024,Max VERSTAPPEN,VER,1,Imola,circuit,dry,80.366,80.9634262295082,25.97040322580645,28.165612903225806,27.192548387096775,1,1.0,1.0
Emilia Romagna Grand Prix,2024,Logan SARGEANT,SAR,2,Imola,circuit,dry,81.229,82.91691666666667,26.56772131147541,28.96544262295082,27.798426229508195,1,,17.0
Emilia Romagna Grand Prix,2024,Daniel RICCIARDO,RIC,3,Imola,circuit,dry,81.569,82.6464,26.460245901639347,28.808540983606555,27.740426229508195,1,9.0,13.0
Emilia Romagna Grand Prix,2024,Lando NORRIS,NOR,4,Imola,circuit,dry,79.994,80.94295081967213,25.82256451612903,28.297629032258065,27.20582258064516,1,3.0,2.0
Emilia Romagna Grand Prix,2024,Pierre GASLY,GAS,10,Imola,circuit,dry,81.371,82.60383050847457,26.841950819672128,28.651426229508196,27.84429508196721,2,15.0,16.0
Emilia Romagna Grand Prix,2024,Sergio PEREZ,PER,11,Imola,circuit,dry,79.686,81.7694918032787,26.24283870967742,28.31059677419355,27.563548387096777,1,11.0,8.0
Emilia Romagna Grand Prix,2024,Fernando ALONSO,ALO,14,Imola,circuit,dry,79.004,82.57308620689655,27.173566666666666,28.711590163934424,27.85362295081967,3,19.0,19.0
Emilia Romagna Grand Prix,2024,Charles LECLERC,LEC,16,Imola,circuit,dry,79.935,81.04232786885247,25.99518032786885,28.256951612903226,27.17974193548387,1,4.0,3.0
Emilia Romagna Grand Prix,2024,Lance STROLL,STR,18,Imola,circuit,dry,80.57,82.14070491803278,26.30682258064516,28.52640322580645,27.65601612903226,1,13.0,9.0
Emilia Romagna Grand Prix,2024,Kevin MAGNUSSEN,MAG,20,Imola,circuit,dry,81.009,82.56345,26.421852459016392,28.85783606557377,27.667770491803278,1,18.0,12.0
Emilia Romagna Grand Prix,2024,Yuki TSUNODA,TSU,22,Imola,circuit,dry,80.936,82.52074999999999,26.429750000000002,28.69345901639344,27.74993442622951,1,7.0,10.0
Emilia Romagna Grand Prix,2024,Alexander ALBON,ALB,23,Imola,circuit,dry,81.274,82.58569565217391,28.277959999999997,29.1413,28.515079999999998,4,14.0,
Emilia Romagna Grand Prix,2024,ZHOU Guanyu,ZHO,24,Imola,circuit,dry,81.016,82.87056666666668,26.565983333333335,28.893,27.782721311475413,1,17.0,15.0
Emilia Romagna Grand Prix,2024,Nico HULKENBERG,HUL,27,Imola,circuit,dry,81.7,82.64046666666667,26.492262295081968,28.74750819672131,27.756639344262293,1,10.0,11.0
Emilia Romagna Grand Prix,2024,Esteban OCON,OCO,31,Imola,circuit,dry,81.304,82.89475,26.55367213114754,28.875213114754096,27.836852459016395,1,12.0,14.0
Emilia Romagna Grand Prix,2024,Lewis HAMILTON,HAM,44,Imola,circuit,dry,80.331,81.47277049180327,26.027435483870967,28.48324193548387,27.31585483870968,1,8.0,6.0
Emilia Romagna Grand Prix,2024,Carlos SAINZ,SAI,55,Imola,circuit,dry,80.22,81.28360655737706,26.06491935483871,28.371225806451616,27.215919354838707,1,5.0,5.0
Emilia Romagna Grand Prix,2024,George RUSSELL,RUS,63,Imola,circuit,dry,78.589,81.30208333333333,26.433048387096772,28.183629032258064,27.41409677419355,2,6.0,7.0
Emilia Romagna Grand Prix,2024,Valtteri BOTTAS,BOT,77,Imola,circuit,dry,81.455,83.0581,26.71451666666667,28.915,27.81211475409836,1,16.0,18.0
Emilia Romagna Grand Prix,2024,Oscar PIASTRI,PIA,81,Imola,circuit,dry,79.907,81.15400000000001,25.834145161290323,28.365032258064517,27.311435483870966,1,2.0,4.0
Monaco Grand Prix,2024,Max VERSTAPPEN,VER,1,Monte Carlo,circuit,dry,74.569,78.59061333333334,20.697025974025976,36.836129870129874,22.083246753246755,2,6.0,6.0
Monaco Grand Prix,2024,Logan SARGEANT,SAR,2,Monte Carlo,circuit,dry,75.525,80.63942465753425,21.264506666666666,37.68488,22.22024,2,15.0,15.0
Monaco Grand Prix,2024,Daniel RICCIARDO,RIC,3,Monte Carlo,circuit,dry,77.172,80.56895945945946,21.33872,37.798626666666664,22.092133333333333,1,12.0,12.0
Monaco Grand Prix,2024,Lando NORRIS,NOR,4,Monte Carlo,circuit,dry,75.742,78.53284210526316,20.65081818181818,36.98807792207792,20.994934210526317,1,4.0,4.0
Monaco Grand Prix,2024,Pierre GASLY,GAS,10,Monte Carlo,circuit,dry,75.625,80.24642666666666,21.203157894736844,37.584736842105265,22.239736842105263,1,10.0,10.0
Monaco Grand Prix,2024,Sergio PEREZ,PER,11,Monte Carlo,circuit,dry,,,,,,0,16.0,
Monaco Grand Prix,2024,Fernando ALONSO,ALO,14,Monte Carlo,circuit,dry,77.939,80.56287837837839,21.30568,37.85489333333334,21.98908,1,14.0,11.0
Monaco Grand Prix,2024,Charles LECLERC,LEC,16,Monte Carlo,circuit,dry,75.162,78.43903947368422,20.63016883116883,36.92046753246753,21.03375,1,1.0,1.0
Monaco Grand Prix,2024,Lance STROLL,STR,18,Monte Carlo,circuit,dry,76.71,80.585625,21.1362,37.53648,22.64562666666667,3,13.0,14.0
Monaco Grand Prix,2024,Kevin MAGNUSSEN,MAG,20,Monte Carlo,circuit,dry,,,,,,0,,
Monaco Grand Prix,2024,Yuki TSUNODA,TSU,22,Monte Carlo,circuit,dry,74.72,79.9754,21.132657894736845,37.518394736842104,22.22305263157895,1,8.0,8.0
Monaco Grand Prix,2024,Alexander ALBON,ALB,23,Monte Carlo,circuit,dry,77.06,80.16712,21.34636842105263,37.62588157894737,22.011815789473683,1,9.0,9.0
Monaco Grand Prix,2024,ZHOU Guanyu,ZHO,24,Monte Carlo,circuit,dry,74.718,81.1936301369863,21.486839999999997,37.920413333333336,22.25356,2,18.0,16.0
Monaco Grand Prix,2024,Nico HULKENBERG,HUL,27,Monte Carlo,circuit,dry,,,,,,0,,
Monaco Grand Prix,2024,Esteban OCON,OCO,31,Monte Carlo,circuit,dry,,,,,,0,11.0,
Monaco Grand Prix,2024,Lewis HAMILTON,HAM,44,Monte Carlo,circuit,dry,74.165,78.58858666666667,20.897935064935066,36.62194805194805,22.047103896103895,2,7.0,7.0
Monaco Grand Prix,2024,Carlos SAINZ,SAI,55,Monte Carlo,circuit,dry,74.726,78.52307894736842,20.665116883116884,36.9765974025974,20.993368421052633,1,3.0,3.0
Monaco Grand Prix,2024,George RUSSELL,RUS,63,Monte Carlo,circuit,dry,75.228,78.5896447368421,20.959480519480522,36.76148051948052,21.954090909090908,1,5.0,5.0
Monaco Grand Prix,2024,Valtteri BOTTAS,BOT,77,Monte Carlo,circuit,dry,76.561,80.57430136986301,21.275054054054056,37.74888,22.02453333333333,2,17.0,13.0
Monaco Grand Prix,2024,Oscar PIASTRI,PIA,81,Monte Carlo,circuit,dry,76.281,78.5241447368421,20.602129870129872,37.030779220779216,21.027131578947365,1,2.0,2.0
Canadian Grand Prix,2024,Max VERSTAPPEN,VER,1,Montreal,circuit,wet,75.569,90.18301492537313,25.816115942028983,28.654521739130434,36.00666666666667,2,2.0,1.0
