grandprix,year,driver_name,driver_code,driver_number,track,track_type,wet_dry,fastest_lap_time,avg_lap_time,avg_sector_1_time,avg_sector_2_time,avg_sector_3_time,pitstops,grid_position,finished_position
Bahrain Grand Prix,2023,Esteban OCON,OCO,31,Sakhir,circuit,dry,96.797,100.5085405,34.319125,43.634025,24.886825,3,9,
Bahrain Grand Prix,2023,Lewis HAMILTON,HAM,44,Sakhir,circuit,dry,96.546,99.01375926,32.11408929,43.33558929,24.29005357,2,7,5
Bahrain Grand Prix,2023,Carlos SAINZ,SAI,55,Sakhir,circuit,dry,97.13,98.99316667,32.23234545,43.21796429,24.26316071,2,4,4
Bahrain Grand Prix,2023,George RUSSELL,RUS,63,Sakhir,circuit,dry,97.035,99.07377778,32.28130357,43.31901786,24.22016071,2,6,7
Bahrain Grand Prix,2023,Valtteri BOTTAS,BOT,77,Sakhir,circuit,dry,97.379,99.38690741,32.41560714,43.12553571,24.55223214,2,12,8
Bahrain Grand Prix,2023,Oscar PIASTRI,PIA,81,Sakhir,circuit,dry,100.691,102.86425,32.11791667,45.09008333,25.65625,0,18,
Saudi Arabian Grand Prix,2023,Max VERSTAPPEN,VER,1,Jeddah,street,dry,91.906,95.99516667,35.95006122,30.53436735,30.96510204,1,15,2
Saudi Arabian Grand Prix,2023,Logan SARGEANT,SAR,2,Jeddah,street,dry,94.469,98.15177083,36.8552449,30.79065306,31.4137551,1,,16
Saudi Arabian Grand Prix,2023,Lando NORRIS,NOR,4,Jeddah,street,dry,94.122,97.72625532,36.87677083,31.00832653,31.22736735,2,19,17
Saudi Arabian Grand Prix,2023,Pierre GASLY,GAS,10,Jeddah,street,dry,93.392,98.2154375,36.38332653,30.83785714,31.29859184,1,10,9
Saudi Arabian Grand Prix,2023,Sergio PEREZ,PER,11,Jeddah,street,dry,92.188,95.5688125,35.80502041,30.85534694,30.84242857,1,1,1
Saudi Arabian Grand Prix,2023,Fernando ALONSO,ALO,14,Jeddah,street,dry,92.24,96.1378125,36.003,30.79267347,31.13842857,1,3,3
Saudi Arabian Grand Prix,2023,Charles LECLERC,LEC,16,Jeddah,street,dry,93.056,97.81908333,36.17287755,30.83093878,31.25638776,1,2,7
Saudi Arabian Grand Prix,2023,Lance STROLL,STR,18,Jeddah,street,dry,95.14,95.98471429,36.7408,30.1054,30.35986667,1,6,
Saudi Arabian Grand Prix,2023,Kevin MAGNUSSEN,MAG,20,Jeddah,street,dry,93.374,98.37629167,36.46583673,30.76238776,31.44577551,1,13,10
Saudi Arabian Grand Prix,2023,Nyck DE VRIES,DEV,21,Jeddah,street,dry,93.609,97.8359375,36.59289796,30.88634694,31.41120408,1,18,14
Saudi Arabian Grand Prix,2023,Yuki TSUNODA,TSU,22,Jeddah,street,dry,93.931,97.65645833,36.30614286,31.0537551,31.35028571,1,16,11
Saudi Arabian Grand Prix,2023,Alexander ALBON,ALB,23,Jeddah,street,dry,95.567,102.78288,38.60223077,32.28188462,33.72976923,1,17,
Saudi Arabian Grand Prix,2023,ZHOU Guanyu,ZHO,24,Jeddah,street,dry,93.894,97.77059574,36.91530612,30.74214286,31.24846939,2,12,13
Saudi Arabian Grand Prix,2023,Nico HULKENBERG,HUL,27,Jeddah,street,dry,93.78,98.48491667,36.6115102,30.71830612,31.46057143,1,11,12
Saudi Arabian Grand Prix,2023,Esteban OCON,OCO,31,Jeddah,street,dry,93.222,97.9481875,36.14493878,30.93785714,31.43722449,1,7,8
Saudi Arabian Grand Prix,2023,Lewis HAMILTON,HAM,44,Jeddah,street,dry,92.941,96.76027083,36.27683673,30.67804082,31.10473469,1,8,5
Saudi Arabian Grand Prix,2023,Carlos SAINZ,SAI,55,Jeddah,street,dry,92.822,97.874125,36.07616327,30.85320408,31.26159184,1,5,6
Saudi Arabian Grand Prix,2023,George RUSSELL,RUS,63,Jeddah,street,dry,92.433,96.38791667,35.94389796,30.88616327,31.17214286,1,4,4
Saudi Arabian Grand Prix,2023,Valtteri BOTTAS,BOT,77,Jeddah,street,dry,94.384,98.20262222,37.20085417,31.34002083,31.4355,3,14,18
Saudi Arabian Grand Prix,2023,Oscar PIASTRI,PIA,81,Jeddah,street,dry,94.287,98.497,36.86942857,30.76369388,31.40077551,1,9,15
Australian Grand Prix,2023,Max VERSTAPPEN,VER,1,Melbourne,street,dry,80.342,106.8804259,31.40229091,21.85740351,39.23041818,3,1,1
Australian Grand Prix,2023,Logan SARGEANT,SAR,2,Melbourne,street,dry,81.456,112.9522449,31.26098148,20.55750909,40.05309615,6,18,16
Australian Grand Prix,2023,Lando NORRIS,NOR,4,Melbourne,street,dry,81.173,157.0280741,31.53947368,21.7962807,37.23228846,3,13,6
Australian Grand Prix,2023,Pierre GASLY,GAS,10,Melbourne,street,dry,80.995,121.8348868,31.06749091,20.73474545,36.97852941,2,9,13
Australian Grand Prix,2023,Sergio PEREZ,PER,11,Melbourne,street,dry,80.235,158.1944038,31.69196491,21.21101754,38.43641509,5,,5
Australian Grand Prix,2023,Fernando ALONSO,ALO,14,Melbourne,street,dry,80.476,156.2705556,32.09949123,21.69317544,37.09821154,3,4,3
Australian Grand Prix,2023,Charles LECLERC,LEC,16,Melbourne,street,dry,,,,,,0,7,
Australian Grand Prix,2023,Lance STROLL,STR,18,Melbourne,street,dry,80.934,156.5030185,32.07931579,21.51989474,37.26473077,3,6,4
Australian Grand Prix,2023,Kevin MAGNUSSEN,MAG,20,Melbourne,street,dry,81.685,86.6044898,30.58706,19.94564706,38.33156,2,14,17
Australian Grand Prix,2023,Nyck DE VRIES,DEV,21,Melbourne,street,dry,81.183,116.8011961,31.57318519,20.92803636,39.94228846,4,15,15
Australian Grand Prix,2023,Yuki TSUNODA,TSU,22,Melbourne,street,dry,81.789,142.3051132,32.15836842,21.60687719,39.02186792,4,12,10
Australian Grand Prix,2023,Alexander ALBON,ALB,23,Melbourne,street,dry,83.349,102.2936,36.6616,22.9266,42.7054,0,8,
Australian Grand Prix,2023,ZHOU Guanyu,ZHO,24,Melbourne,street,dry,81.819,142.8063269,32.22245614,21.31854386,38.81435849,5,17,9
Australian Grand Prix,2023,Nico HULKENBERG,HUL,27,Melbourne,street,dry,81.124,156.9300926,31.57168421,21.64331579,37.44617308,3,10,7
Australian Grand Prix,2023,Esteban OCON,OCO,31,Melbourne,street,dry,81.203,122.4635577,31.16334545,20.71312727,37.96259615,3,11,14
Australian Grand Prix,2023,Lewis HAMILTON,HAM,44,Melbourne,street,dry,80.613,90.15375926,31.07568519,21.68766667,40.03242857,3,3,2
Australian Grand Prix,2023,Carlos SAINZ,SAI,55,Melbourne,street,dry,80.467,139.1110943,31.72159649,21.45470175,38.63666038,4,5,12
Australian Grand Prix,2023,George RUSSELL,RUS,63,Melbourne,street,dry,82.68,93.30771429,33.5085,23.9435,41.03757143,2,2,
Australian Grand Prix,2023,Valtteri BOTTAS,BOT,77,Melbourne,street,dry,82.233,143.9132745,31.93926786,21.39764912,39.95286792,6,19,11
Australian Grand Prix,2023,Oscar PIASTRI,PIA,81,Melbourne,street,dry,81.335,141.7512642,31.99448214,21.74810526,38.64116981,4,16,8
Azerbaijan Grand Prix,2023,Max VERSTAPPEN,VER,1,Baku,street,dry,104.232,107.9746735,38.82642,43.90038,26.35554,1,2,2
Azerbaijan Grand Prix,2023,Logan SARGEANT,SAR,2,Baku,street,dry,106.501,110.5848367,39.6373,45.00972,26.24096,1,15,16
Azerbaijan Grand Prix,2023,Lando NORRIS,NOR,4,Baku,street,dry,105.738,110.0342653,39.43526,44.7784,26.33432,1,7,9
Azerbaijan Grand Prix,2023,Pierre GASLY,GAS,10,Baku,street,dry,105.54,110.0917708,39.81918,44.6293,26.23118,2,19,14
Azerbaijan Grand Prix,2023,Sergio PEREZ,PER,11,Baku,street,dry,104.589,107.6687347,38.69644,43.94822,26.3766,1,3,1
Azerbaijan Grand Prix,2023,Fernando ALONSO,ALO,14,Baku,street,dry,104.241,108.2683265,38.94474,44.26852,26.1959,1,6,4
Azerbaijan Grand Prix,2023,Charles LECLERC,LEC,16,Baku,street,dry,104.561,108.2034286,38.88982,44.20434,26.37672,1,1,3
Azerbaijan Grand Prix,2023,Lance STROLL,STR,18,Baku,street,dry,105.627,108.9020408,39.16404082,44.63796,26.22378,1,9,7
Azerbaijan Grand Prix,2023,Kevin MAGNUSSEN,MAG,20,Baku,street,dry,105.85,109.3366531,39.89096,44.86428,25.91376,1,18,13
Azerbaijan Grand Prix,2023,Nyck DE VRIES,DEV,21,Baku,street,dry,108.781,109.32325,38.957875,44.863375,25.502,0,,
Azerbaijan Grand Prix,2023,Yuki TSUNODA,TSU,22,Baku,street,dry,105.727,110.2765306,39.4589,44.80692,26.31674,1,8,10
Azerbaijan Grand Prix,2023,Alexander ALBON,ALB,23,Baku,street,dry,105.925,110.3409592,39.68012,44.79742,26.17994,1,13,12
Azerbaijan Grand Prix,2023,ZHOU Guanyu,ZHO,24,Baku,street,dry,107.553,111.4042353,40.56031429,45.42885714,26.63697143,1,16,
Azerbaijan Grand Prix,2023,Nico HULKENBERG,HUL,27,Baku,street,dry,106.731,110.9000833,39.89095918,45.09473469,26.23369388,1,17,17
Azerbaijan Grand Prix,2023,Esteban OCON,OCO,31,Baku,street,dry,105.908,110.5404082,39.56012,44.79996,26.3945,1,12,15
Azerbaijan Grand Prix,2023,Lewis HAMILTON,HAM,44,Baku,street,dry,105.346,109.4633878,39.2108,44.47838,26.21432,1,5,6
Azerbaijan Grand Prix,2023,Carlos SAINZ,SAI,55,Baku,street,dry,105.175,108.7656939,39.08806,44.46994,26.34764,1,4,5
Azerbaijan Grand Prix,2023,George RUSSELL,RUS,63,Baku,street,dry,103.37,109.0451458,39.60873469,44.52852,26.30964,2,11,8
Azerbaijan Grand Prix,2023,Valtteri BOTTAS,BOT,77,Baku,street,dry,106.304,110.2095217,40.14028571,44.63816327,26.63940816,3,14,18
Azerbaijan Grand Prix,2023,Oscar PIASTRI,PIA,81,Baku,street,dry,105.631,110.3254286,39.43784,44.85836,26.33222,1,10,11
Miami Grand Prix,2023,Max VERSTAPPEN,VER,1,Miami,street,dry,89.708,91.82534545,31.52782143,34.77135714,25.78148214,1,9,1
Miami Grand Prix,2023,Logan SARGEANT,SAR,2,Miami,street,dry,92.384,93.52153704,32.73112727,35.34901818,26.20690909,1,20,20
Miami Grand Prix,2023,Lando NORRIS,NOR,4,Miami,street,dry,92.401,93.2314,31.90721429,35.44803571,26.184125,1,16,17
Miami Grand Prix,2023,Pierre GASLY,GAS,10,Miami,street,dry,91.971,92.85632727,31.92358929,35.16875,26.03528571,1,5,8
Miami Grand Prix,2023,Sergio PEREZ,PER,11,Miami,street,dry,90.56,92.01105455,31.43898214,34.94753571,25.88908929,1,1,2
Miami Grand Prix,2023,Fernando ALONSO,ALO,14,Miami,street,dry,90.519,92.36812727,31.66217857,35.08644643,25.88169643,1,2,3
Miami Grand Prix,2023,Charles LECLERC,LEC,16,Miami,street,dry,91.434,92.77450909,31.99523214,35.148125,25.907125,1,7,7
Miami Grand Prix,2023,Lance STROLL,STR,18,Miami,street,dry,90.862,92.9134,32.01073214,35.26701786,25.87771429,1,18,12
Miami Grand Prix,2023,Kevin MAGNUSSEN,MAG,20,Miami,street,dry,91.691,92.96296364,31.90255357,35.32560714,25.99194643,1,4,10
Miami Grand Prix,2023,Nyck DE VRIES,DEV,21,Miami,street,dry,91.562,93.25236364,31.98996429,35.40310714,26.16069643,1,15,18
Miami Grand Prix,2023,Yuki TSUNODA,TSU,22,Miami,street,dry,91.038,92.91452727,32.03341071,35.187875,25.93610714,1,17,11
Miami Grand Prix,2023,Alexander ALBON,ALB,23,Miami,street,dry,91.852,93.09029091,32.11939286,35.19019643,26.04319643,1,11,14
Miami Grand Prix,2023,ZHOU Guanyu,ZHO,24,Miami,street,dry,91.736,93.14323636,32.02073214,35.35241071,26.03355357,1,14,16
Miami Grand Prix,2023,Nico HULKENBERG,HUL,27,Miami,street,dry,90.901,93.13683636,32.06892857,35.34871429,25.98357143,1,12,15
Miami Grand Prix,2023,Esteban OCON,OCO,31,Miami,street,dry,91.143,92.88090909,31.93394643,35.24142857,25.93498214,1,8,9
Miami Grand Prix,2023,Lewis HAMILTON,HAM,44,Miami,street,dry,90.669,92.72796364,31.84355357,35.13916071,25.96598214,1,13,6
Miami Grand Prix,2023,Carlos SAINZ,SAI,55,Miami,street,dry,91.362,92.56618182,31.78623214,35.08782143,25.94155357,1,3,5
Miami Grand Prix,2023,George RUSSELL,RUS,63,Miami,street,dry,91.015,92.43841818,31.73267273,35.02517857,25.96141071,1,6,4
Miami Grand Prix,2023,Valtteri BOTTAS,BOT,77,Miami,street,dry,91.838,93.09252727,31.92183929,35.35219643,26.09317857,1,10,13
Miami Grand Prix,2023,Oscar PIASTRI,PIA,81,Miami,street,dry,92.006,93.81433333,32.08143636,35.55976364,26.4314,1,19,19
Monaco Grand Prix,2023,Max VERSTAPPEN,VER,1,Monte Carlo,circuit,wet,76.604,83.44225,22.00203896,39.68445455,22.05041558,1,1,1
Monaco Grand Prix,2023,Logan SARGEANT,SAR,2,Monte Carlo,circuit,wet,77.302,86.70701389,22.89856,40.80432,23.06077333,3,16,18
Monaco Grand Prix,2023,Lando NORRIS,NOR,4,Monte Carlo,circuit,wet,77.844,84.49893243,22.15746053,40.15896053,22.47314474,2,10,9
Monaco Grand Prix,2023,Pierre GASLY,GAS,10,Monte Carlo,circuit,wet,75.831,84.28716,22.10706494,39.79164935,22.57714286,2,7,7
Monaco Grand Prix,2023,Sergio PEREZ,PER,11,Monte Carlo,circuit,wet,76.269,85.69234286,22.39757333,40.3926,23.38068,5,20,16
Monaco Grand Prix,2023,Fernando ALONSO,ALO,14,Monte Carlo,circuit,wet,76.674,83.18944,21.86412987,39.81687013,22.40177922,2,2,2
Monaco Grand Prix,2023,Charles LECLERC,LEC,16,Monte Carlo,circuit,wet,75.773,84.29588,22.01114286,39.99784416,22.46844156,2,3,6
Monaco Grand Prix,2023,Lance STROLL,STR,18,Monte Carlo,circuit,wet,77.769,80.19058824,20.92719231,37.81975,21.67438462,1,14,
Monaco Grand Prix,2023,Kevin MAGNUSSEN,MAG,20,Monte Carlo,circuit,wet,78.351,87.50523529,23.16969565,41.05149275,23.58133333,1,17,19
Monaco Grand Prix,2023,Nyck DE VRIES,DEV,21,Monte Carlo,circuit,wet,77.561,85.1732,22.42406667,40.49661842,22.55330263,1,12,12
Monaco Grand Prix,2023,Yuki TSUNODA,TSU,22,Monte Carlo,circuit,wet,77.68,85.77294595,22.38601333,40.81070667,22.77938667,1,9,15
Monaco Grand Prix,2023,Alexander ALBON,ALB,23,Monte Carlo,circuit,wet,76.672,85.63648649,22.48536842,40.55065789,22.70836842,2,13,14
Monaco Grand Prix,2023,ZHOU Guanyu,ZHO,24,Monte Carlo,circuit,wet,76.926,85.23452703,22.29307895,40.31167105,22.72481579,2,19,13
Monaco Grand Prix,2023,Nico HULKENBERG,HUL,27,Monte Carlo,circuit,wet,76.991,85.73552778,22.47634667,40.68318667,22.97905333,3,18,17
Monaco Grand Prix,2023,Esteban OCON,OCO,31,Monte Carlo,circuit,wet,76.528,84.00884,22.11976316,39.70757143,22.38315584,2,4,3
Monaco Grand Prix,2023,Lewis HAMILTON,HAM,44,Monte Carlo,circuit,wet,75.65,84.06252,22.08092208,39.76925974,22.33757143,2,6,4
Monaco Grand Prix,2023,Carlos SAINZ,SAI,55,Monte Carlo,circuit,wet,76.449,84.33192,22.07437662,39.88657143,22.55828571,2,5,8
Monaco Grand Prix,2023,George RUSSELL,RUS,63,Monte Carlo,circuit,wet,76.798,83.90885526,22.04905195,39.95241558,22.32161039,1,8,5
Monaco Grand Prix,2023,Valtteri BOTTAS,BOT,77,Monte Carlo,circuit,wet,77.824,84.95833333,22.32081579,40.36238158,22.36981579,1,15,11
Monaco Grand Prix,2023,Oscar PIASTRI,PIA,81,Monte Carlo,circuit,wet,77.513,84.62457333,22.13896053,40.28436842,22.48284211,1,11,10
Spanish Grand Prix,2023,Max VERSTAPPEN,VER,1,Catalunya,circuit,dry,76.33,79.33884127,24.20133846,31.76309231,23.94333846,2,1,1
Spanish Grand Prix,2023,Logan SARGEANT,SAR,2,Catalunya,circuit,dry,79.247,81.16182258,24.62531746,32.638375,24.55421875,2,20,20
Spanish Grand Prix,2023,Lando NORRIS,NOR,4,Catalunya,circuit,dry,77.182,80.36801639,25.02923438,32.19673438,24.288125,3,3,17
Spanish Grand Prix,2023,Pierre GASLY,GAS,10,Catalunya,circuit,dry,78.375,80.30322222,24.33109231,32.30663077,24.28423077,2,4,10
Spanish Grand Prix,2023,Sergio PEREZ,PER,11,Catalunya,circuit,dry,76.666,79.8348254,24.21593846,32.07738462,24.06663077,2,11,4
Spanish Grand Prix,2023,Fernando ALONSO,ALO,14,Catalunya,circuit,dry,78.083,80.25796825,24.41187692,32.14963077,24.26969231,2,9,7
Spanish Grand Prix,2023,Charles LECLERC,LEC,16,Catalunya,circuit,dry,78.357,80.27528571,24.32975385,32.14773846,24.3928,2,19,11
Spanish Grand Prix,2023,Lance STROLL,STR,18,Catalunya,circuit,dry,78.722,80.24874603,24.45607692,32.16852308,24.22956923,2,6,6
Spanish Grand Prix,2023,Kevin MAGNUSSEN,MAG,20,Catalunya,circuit,dry,78.069,80.7427541,24.72807813,32.42659375,24.48325,3,17,18
Spanish Grand Prix,2023,Nyck DE VRIES,DEV,21,Catalunya,circuit,dry,78.594,80.52562903,24.48026563,32.30664063,24.3298125,2,14,14
Spanish Grand Prix,2023,Yuki TSUNODA,TSU,22,Catalunya,circuit,dry,78.904,80.30193651,24.3780625,32.21575385,24.29956923,2,15,12
Spanish Grand Prix,2023,Alexander ALBON,ALB,23,Catalunya,circuit,dry,79.133,80.84187097,24.60484375,32.43734375,24.41676563,2,18,16
Spanish Grand Prix,2023,ZHOU Guanyu,ZHO,24,Catalunya,circuit,dry,78.753,80.30738095,24.41758462,32.24658462,24.26407692,2,13,9
Spanish Grand Prix,2023,Nico HULKENBERG,HUL,27,Catalunya,circuit,dry,78.776,80.43760656,24.72454688,32.2728125,24.34801563,3,8,15
Spanish Grand Prix,2023,Esteban OCON,OCO,31,Catalunya,circuit,dry,78.946,80.32455556,24.46753968,32.22878462,24.25616923,2,7,8
Spanish Grand Prix,2023,Lewis HAMILTON,HAM,44,Catalunya,circuit,dry,76.676,79.64528571,24.26223077,31.91929231,24.05930769,2,5,2
Spanish Grand Prix,2023,Carlos SAINZ,SAI,55,Catalunya,circuit,dry,78.403,80.0062381,24.37735385,32.02623077,24.19063077,2,2,5
Spanish Grand Prix,2023,George RUSSELL,RUS,63,Catalunya,circuit,dry,77.875,79.78115873,24.26303077,31.98276923,24.08950769,2,12,3
Spanish Grand Prix,2023,Valtteri BOTTAS,BOT,77,Catalunya,circuit,dry,78.242,81.15012903,24.81109524,32.53579688,24.46001563,2,16,19
Spanish Grand Prix,2023,Oscar PIASTRI,PIA,81,Catalunya,circuit,dry,78.679,80.53083871,24.52807813,32.2621875,24.33692188,2,10,13
Canadian Grand Prix,2023,Max VERSTAPPEN,VER,1,Montreal,circuit,dry,75.594,79.49322388,22.21224638,25.76486957,32.53401449,2,1,1
Canadian Grand Prix,2023,Logan SARGEANT,SAR,2,Montreal,circuit,dry,78.437,79.4078,22.7966,25.2898,31.3214,0,19,
Canadian Grand Prix,2023,Lando NORRIS,NOR,4,Montreal,circuit,dry,76.374,80.72207463,22.58155072,26.08007246,32.69507246,2,7,13
Canadian Grand Prix,2023,Pierre GASLY,GAS,10,Montreal,circuit,dry,76.425,81.33544776,22.49598551,26.07776812,32.76430435,2,17,12
Canadian Grand Prix,2023,Sergio PEREZ,PER,11,Montreal,circuit,dry,74.481,81.15934328,22.46257971,25.88963768,32.78752174,2,12,6
Canadian Grand Prix,2023,Fernando ALONSO,ALO,14,Montreal,circuit,dry,75.779,79.7289403,22.15821739,25.81656522,32.64878261,2,3,2
Canadian Grand Prix,2023,Charles LECLERC,LEC,16,Montreal,circuit,dry,75.907,80.70908824,22.33043478,25.89515942,32.47585507,1,11,4
Canadian Grand Prix,2023,Lance STROLL,STR,18,Montreal,circuit,dry,76.564,81.00740299,22.62255882,26.03278261,32.67933333,2,13,9
Canadian Grand Prix,2023,Kevin MAGNUSSEN,MAG,20,Montreal,circuit,dry,76.126,82.6145303,23.30327941,26.20973529,33.08376471,2,14,17
Canadian Grand Prix,2023,Nyck DE VRIES,DEV,21,Montreal,circuit,dry,76.656,82.35454545,23.50702941,26.21414706,32.93763235,2,18,18
Canadian Grand Prix,2023,Yuki TSUNODA,TSU,22,Montreal,circuit,dry,76.666,81.18140299,22.54268116,26.00453623,32.64836232,2,16,14
Canadian Grand Prix,2023,Alexander ALBON,ALB,23,Montreal,circuit,dry,76.917,80.65102941,22.71237681,26.06204348,32.52972464,1,10,7
Canadian Grand Prix,2023,ZHOU Guanyu,ZHO,24,Montreal,circuit,dry,77.09,81.1515,22.72804412,26.00107353,33.06223529,2,20,16
Canadian Grand Prix,2023,Nico HULKENBERG,HUL,27,Montreal,circuit,dry,77.232,81.62325758,22.78170588,26.15711765,32.94626471,2,2,15
Canadian Grand Prix,2023,Esteban OCON,OCO,31,Montreal,circuit,dry,76.782,80.55889552,22.43117391,26.11578261,32.81062319,2,6,8
Canadian Grand Prix,2023,Lewis HAMILTON,HAM,44,Montreal,circuit,dry,75.396,79.80419403,22.13247826,25.83005797,32.74091304,2,4,3
Canadian Grand Prix,2023,Carlos SAINZ,SAI,55,Montreal,circuit,dry,75.911,80.72863235,22.43354412,25.86834783,32.43410145,1,8,5
Canadian Grand Prix,2023,George RUSSELL,RUS,63,Montreal,circuit,dry,77.097,82.67080392,22.26686538,25.96761538,32.03619608,1,5,
Canadian Grand Prix,2023,Valtteri BOTTAS,BOT,77,Montreal,circuit,dry,76.625,81.34188235,22.57405882,26.10208696,32.65462319,1,15,10
Canadian Grand Prix,2023,Oscar PIASTRI,PIA,81,Montreal,circuit,dry,76.598,80.64419403,22.61224638,26.11243478,32.66642029,2,9,11
Austrian Grand Prix,2023,Max VERSTAPPEN,VER,1,Spielberg,circuit,wet,67.012,70.76333333,18.88531429,31.61455714,21.72824286,4,1,1
Austrian Grand Prix,2023,Logan SARGEANT,SAR,2,Spielberg,circuit,wet,69.611,72.00536364,18.56145588,32.32417391,22.31033333,3,18,13
Austrian Grand Prix,2023,Lando NORRIS,NOR,4,Spielberg,circuit,wet,68.739,71.03844776,18.52484058,31.96665714,22.0031,3,4,4
Austrian Grand Prix,2023,Pierre GASLY,GAS,10,Spielberg,circuit,wet,69.046,71.41825373,18.75757143,31.93575714,22.14817143,3,9,10
Austrian Grand Prix,2023,Sergio PEREZ,PER,11,Spielberg,circuit,wet,68.111,71.27153731,18.45047143,31.76322857,21.98087143,3,15,3
Austrian Grand Prix,2023,Fernando ALONSO,ALO,14,Spielberg,circuit,wet,69.108,71.40402985,18.56588571,31.83181429,22.11298571,3,7,5
Austrian Grand Prix,2023,Charles LECLERC,LEC,16,Spielberg,circuit,wet,68.82,71.03089552,18.7027,31.71554286,21.85927143,3,2,2
Austrian Grand Prix,2023,Lance STROLL,STR,18,Spielberg,circuit,wet,68.463,71.56462121,18.79202857,31.8137,22.26958571,4,6,9
Austrian Grand Prix,2023,Kevin MAGNUSSEN,MAG,20,Spielberg,circuit,wet,70.176,72.29227273,18.79849275,32.59898529,23.47689855,3,19,18
Austrian Grand Prix,2023,Nyck DE VRIES,DEV,21,Spielberg,circuit,wet,69.852,72.47227273,18.66057971,32.32672464,22.3406087,3,20,17
Austrian Grand Prix,2023,Yuki TSUNODA,TSU,22,Spielberg,circuit,wet,69.62,71.87426154,19.03004348,32.22485507,22.25365217,4,16,19
Austrian Grand Prix,2023,Alexander ALBON,ALB,23,Spielberg,circuit,wet,69.56,71.60326866,18.57922857,32.19508571,22.23031429,3,10,11
Austrian Grand Prix,2023,ZHOU Guanyu,ZHO,24,Spielberg,circuit,wet,69.786,72.36113636,18.77782609,32.35584058,22.19786957,3,17,12
Austrian Grand Prix,2023,Nico HULKENBERG,HUL,27,Spielberg,circuit,wet,71.066,76.86722222,21.87481818,34.02927273,25.44872727,2,8,
Austrian Grand Prix,2023,Esteban OCON,OCO,31,Spielberg,circuit,wet,69.797,71.82528788,18.76416176,32.23107246,22.21918841,3,12,14
Austrian Grand Prix,2023,Lewis HAMILTON,HAM,44,Spielberg,circuit,wet,69.16,71.16383582,18.65724286,31.9858,22.05222857,3,5,8
Austrian Grand Prix,2023,Carlos SAINZ,SAI,55,Spielberg,circuit,wet,68.88,71.15462687,18.70544286,31.77397143,21.99662857,3,3,6
Austrian Grand Prix,2023,George RUSSELL,RUS,63,Spielberg,circuit,wet,69.283,71.40879104,18.58252857,32.05454286,22.04292857,3,11,7
Austrian Grand Prix,2023,Valtteri BOTTAS,BOT,77,Spielberg,circuit,wet,69.94,72.51372727,18.79850725,32.33282609,22.41014493,3,14,15
Austrian Grand Prix,2023,Oscar PIASTRI,PIA,81,Spielberg,circuit,wet,69.862,72.07132308,19.04488406,32.29246377,22.29091304,4,13,16
British Grand Prix,2023,Max VERSTAPPEN,VER,1,Silverstone,circuit,dry,90.275,96.826,32.00001961,39.58056863,26.84629412,1,1,1
British Grand Prix,2023,Logan SARGEANT,SAR,2,Silverstone,circuit,dry,91.699,98.48108,31.72135294,39.75503922,27.28396078,1,14,11
