grandprix,year,driver_name,driver_code,driver_number,track,track_type,wet_dry,fastest_lap_time,avg_lap_time,avg_sector_1_time,avg_sector_2_time,avg_sector_3_time,pitstops,grid_position,finished_position
Saudi Arabian Grand Prix,2025,George RUSSELL,RUS,63,Jeddah,street,dry,92.893,97.00889583,36.19733333,30.07973469,31.03167347,1,3,5
Saudi Arabian Grand Prix,2025,Oscar PIASTRI,PIA,81,Jeddah,street,dry,92.228,96.482625,35.8455102,30.04242857,30.88291837,1,2,1
Saudi Arabian Grand Prix,2025,Oliver BEARMAN,BEA,87,Jeddah,street,dry,93.238,97.67725,36.62447917,30.50053061,30.88765306,1,15,13
Miami Grand Prix,2025,Max VERSTAPPEN,VER,1,Miami,street,wet,90.466,93.2445,31.40857576,35.53127273,26.67636364,1,1,4
Miami Grand Prix,2025,Lando NORRIS,NOR,4,Miami,street,wet,89.746,92.24728125,31.00228125,35.41918182,26.35663636,1,2,2
Miami Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Miami,street,wet,92.42,102.1514286,34.29766667,38.58257143,29.628,1,13,
Miami Grand Prix,2025,Isack HADJAR,HAD,6,Miami,street,wet,90.971,93.51226471,31.33163636,35.70366667,26.50582353,1,11,11
Miami Grand Prix,2025,Pierre GASLY,GAS,10,Miami,street,wet,91.159,93.36224242,31.92033333,35.81033333,26.53855882,1,18,13
Miami Grand Prix,2025,Kimi ANTONELLI,ANT,12,Miami,street,wet,90.795,93.5814375,31.72842424,35.74818182,26.54621212,1,3,6
Miami Grand Prix,2025,Fernando ALONSO,ALO,14,Miami,street,wet,91.287,93.85884375,32.1846875,35.99565625,26.76875758,1,17,15
Miami Grand Prix,2025,Charles LECLERC,LEC,16,Miami,street,wet,90.461,93.44265625,31.9403125,35.66,26.29284848,1,8,7
